t_s,H_m,v_m_s,y_m,theta_rad,omega_rad_s
4.500000,101.250000,45.000000,2.674577,0.018335,-0.006816
4.510000,101.700500,45.100000,2.682821,0.018267,-0.006826
4.520000,102.152000,45.200000,2.691053,0.018199,-0.006836
4.530000,102.604500,45.300000,2.699272,0.018130,-0.006846
4.540000,103.058000,45.400000,2.707478,0.018062,-0.006856
4.550000,103.512500,45.500000,2.715671,0.017993,-0.006866
4.560000,103.968000,45.600000,2.723851,0.017925,-0.006876
4.570000,104.424500,45.700000,2.732018,0.017856,-0.006886
4.580000,104.882000,45.800000,2.740170,0.017787,-0.006896
4.590000,105.340500,45.900000,2.748309,0.017718,-0.006906
4.600000,105.800000,46.000000,2.756434,0.017649,-0.006916
4.610000,106.260500,46.100000,2.764545,0.017579,-0.006926
4.620000,106.722000,46.200000,2.772642,0.017510,-0.006936
4.630000,107.184500,46.300000,2.780724,0.017441,-0.006946
4.640000,107.648000,46.400000,2.788791,0.017371,-0.006955
4.650000,108.112500,46.500000,2.796843,0.017302,-0.006965
4.660000,108.578000,46.600000,2.804881,0.017232,-0.006975
4.670000,109.044500,46.700000,2.812903,0.017162,-0.006984
4.680000,109.512000,46.800000,2.820909,0.017092,-0.006994
4.690000,109.980500,46.900000,2.828900,0.017022,-0.007004
4.700000,110.450000,47.000000,2.836875,0.016952,-0.007013
4.710000,110.920500,47.100000,2.844834,0.016882,-0.007023
4.720000,111.392000,47.200000,2.852777,0.016812,-0.007032
4.730000,111.864500,47.300000,2.860704,0.016741,-0.007042
4.740000,112.338000,47.400000,2.868614,0.016671,-0.007051
4.750000,112.812500,47.500000,2.876507,0.016600,-0.007060
4.760000,113.288000,47.600000,2.884383,0.016530,-0.007070
4.770000,113.764500,47.700000,2.892242,0.016459,-0.007079
4.780000,114.242000,47.800000,2.900084,0.016388,-0.007088
4.790000,114.720500,47.900000,2.907909,0.016317,-0.007098
4.800000,115.200000,48.000000,2.915715,0.016246,-0.007107
4.810000,115.680500,48.100000,2.923504,0.016175,-0.007116
4.820000,116.162000,48.200000,2.931275,0.016104,-0.007125
4.830000,116.644500,48.300000,2.939028,0.016033,-0.007134
4.840000,117.128000,48.400000,2.946762,0.015961,-0.007143
4.850000,117.612500,48.500000,2.954477,0.015890,-0.007152
4.860000,118.098000,48.600000,2.962174,0.015818,-0.007161
4.870000,118.584500,48.700000,2.969852,0.015746,-0.007170
4.880000,119.072000,48.800000,2.977510,0.015675,-0.007179
4.890000,119.560500,48.900000,2.985150,0.015603,-0.007188
4.900000,120.050000,49.000000,2.992769,0.015531,-0.007197
4.910000,120.540500,49.100000,3.000369,0.015459,-0.007206
4.920000,121.032000,49.200000,3.007949,0.015387,-0.007215
4.930000,121.524500,49.300000,3.015509,0.015315,-0.007224
4.940000,122.018000,49.400000,3.023049,0.015242,-0.007232
4.950000,122.512500,49.500000,3.030568,0.015170,-0.007241
4.960000,123.008000,49.600000,3.038066,0.015098,-0.007250
4.970000,123.504500,49.700000,3.045544,0.015025,-0.007258
4.980000,124.002000,49.800000,3.053001,0.014952,-0.007267
4.990000,124.500500,49.900000,3.060436,0.014880,-0.007276
5.000000,125.000000,50.000000,3.067850,0.014807,-0.007284
5.010000,125.500500,50.100000,3.075242,0.014734,-0.007293
5.020000,126.002000,50.200000,3.082613,0.014661,-0.007301
5.030000,126.504500,50.300000,3.089961,0.014588,-0.007309
5.040000,127.008000,50.400000,3.097287,0.014515,-0.007318
5.050000,127.512500,50.500000,3.104591,0.014442,-0.007326
5.060000,128.018000,50.600000,3.111873,0.014368,-0.007334
5.070000,128.524500,50.700000,3.119132,0.014295,-0.007343
5.080000,129.032000,50.800000,3.126367,0.014221,-0.007351
5.090000,129.540500,50.900000,3.133580,0.014148,-0.007359
5.100000,130.050000,51.000000,3.140769,0.014074,-0.007367
5.110000,130.560500,51.100000,3.147935,0.014001,-0.007376
5.120000,131.072000,51.200000,3.155077,0.013927,-0.007384
5.130000,131.584500,51.300000,3.162196,0.013853,-0.007392
5.140000,132.098000,51.400000,3.169290,0.013779,-0.007400
5.150000,132.612500,51.500000,3.176360,0.013705,-0.007408
5.160000,133.128000,51.600000,3.183405,0.013631,-0.007416
5.170000,133.644500,51.700000,3.190426,0.013557,-0.007424
5.180000,134.162000,51.800000,3.197422,0.013482,-0.007432
5.190000,134.680500,51.900000,3.204393,0.013408,-0.007439
5.200000,135.200000,52.000000,3.211339,0.013333,-0.007447
5.210000,135.720500,52.100000,3.218260,0.013259,-0.007455
5.220000,136.242000,52.200000,3.225154,0.013184,-0.007463
5.230000,136.764500,52.300000,3.232024,0.013110,-0.007470
5.240000,137.288000,52.400000,3.238867,0.013035,-0.007478
5.250000,137.812500,52.500000,3.245684,0.012960,-0.007486
5.260000,138.338000,52.600000,3.252474,0.012885,-0.007493
5.270000,138.864500,52.700000,3.259239,0.012810,-0.007501
5.280000,139.392000,52.800000,3.265976,0.012735,-0.007508
5.290000,139.920500,52.900000,3.272687,0.012660,-0.007516
5.300000,140.450000,53.000000,3.279370,0.012585,-0.007523
5.310000,140.980500,53.100000,3.286026,0.012510,-0.007531
5.320000,141.512000,53.200000,3.292655,0.012434,-0.007538
5.330000,142.044500,53.300000,3.299256,0.012359,-0.007546
5.340000,142.578000,53.400000,3.305829,0.012283,-0.007553
5.350000,143.112500,53.500000,3.312374,0.012208,-0.007560
5.360000,143.648000,53.600000,3.318891,0.012132,-0.007567
5.370000,144.184500,53.700000,3.325379,0.012056,-0.007575
5.380000,144.722000,53.800000,3.331839,0.011981,-0.007582
5.390000,145.260500,53.900000,3.338270,0.011905,-0.007589
5.400000,145.800000,54.000000,3.344672,0.011829,-0.007596
5.410000,146.340500,54.100000,3.351045,0.011753,-0.007603
5.420000,146.882000,54.200000,3.357388,0.011677,-0.007610
5.430000,147.424500,54.300000,3.363702,0.011601,-0.007617
5.440000,147.968000,54.400000,3.369986,0.011525,-0.007624
5.450000,148.512500,54.500000,3.376241,0.011448,-0.007631
5.460000,149.058000,54.600000,3.382465,0.011372,-0.007638
5.470000,149.604500,54.700000,3.388658,0.011295,-0.007645
5.480000,150.152000,54.800000,3.394822,0.011219,-0.007651
5.490000,150.700500,54.900000,3.400954,0.011142,-0.007658
5.500000,151.250000,55.000000,3.407056,0.011066,-0.007665
5.510000,151.800500,55.100000,3.413126,0.010989,-0.007672
5.520000,152.352000,55.200000,3.419165,0.010912,-0.007678
5.530000,152.904500,55.300000,3.425173,0.010836,-0.007685
5.540000,153.458000,55.400000,3.431149,0.010759,-0.007691
5.550000,154.012500,55.500000,3.437094,0.010682,-0.007698
5.560000,154.568000,55.600000,3.443006,0.010605,-0.007704
5.570000,155.124500,55.700000,3.448886,0.010528,-0.007711
5.580000,155.682000,55.800000,3.454733,0.010451,-0.007717
5.590000,156.240500,55.900000,3.460548,0.010373,-0.007724
5.600000,156.800000,56.000000,3.466330,0.010296,-0.007730
5.610000,157.360500,56.100000,3.472080,0.010219,-0.007736
5.620000,157.922000,56.200000,3.477795,0.010141,-0.007743
5.630000,158.484500,56.300000,3.483478,0.010064,-0.007749
5.640000,159.048000,56.400000,3.489127,0.009986,-0.007755
5.650000,159.612500,56.500000,3.494742,0.009909,-0.007761
5.660000,160.178000,56.600000,3.500324,0.009831,-0.007767
5.670000,160.744500,56.700000,3.505871,0.009753,-0.007773
5.680000,161.312000,56.800000,3.511384,0.009676,-0.007779
5.690000,161.880500,56.900000,3.516862,0.009598,-0.007785
5.700000,162.450000,57.000000,3.522306,0.009520,-0.007791
5.710000,163.020500,57.100000,3.527715,0.009442,-0.007797
5.720000,163.592000,57.200000,3.533089,0.009364,-0.007803
5.730000,164.164500,57.300000,3.538427,0.009286,-0.007809
5.740000,164.738000,57.400000,3.543730,0.009208,-0.007815
5.750000,165.312500,57.500000,3.548997,0.009130,-0.007821
5.760000,165.888000,57.600000,3.554229,0.009051,-0.007826
5.770000,166.464500,57.700000,3.559424,0.008973,-0.007832
5.780000,167.042000,57.800000,3.564584,0.008895,-0.007838
5.790000,167.620500,57.900000,3.569706,0.008816,-0.007843
5.800000,168.200000,58.000000,3.574793,0.008738,-0.007849
5.810000,168.780500,58.100000,3.579842,0.008659,-0.007855
5.820000,169.362000,58.200000,3.584855,0.008581,-0.007860
5.830000,169.944500,58.300000,3.589830,0.008502,-0.007866
5.840000,170.528000,58.400000,3.594768,0.008423,-0.007871
5.850000,171.112500,58.500000,3.599669,0.008345,-0.007876
5.860000,171.698000,58.600000,3.604531,0.008266,-0.007882
5.870000,172.284500,58.700000,3.609356,0.008187,-0.007887
5.880000,172.872000,58.800000,3.614143,0.008108,-0.007892
5.890000,173.460500,58.900000,3.618891,0.008029,-0.007898
5.900000,174.050000,59.000000,3.623601,0.007950,-0.007903
5.910000,174.640500,59.100000,3.628272,0.007871,-0.007908
5.920000,175.232000,59.200000,3.632905,0.007792,-0.007913
5.930000,175.824500,59.300000,3.637498,0.007713,-0.007918
5.940000,176.418000,59.400000,3.642052,0.007634,-0.007923
5.950000,177.012500,59.500000,3.646567,0.007554,-0.007928
5.960000,177.608000,59.600000,3.651042,0.007475,-0.007933
5.970000,178.204500,59.700000,3.655477,0.007396,-0.007938
5.980000,178.802000,59.800000,3.659872,0.007316,-0.007943
5.990000,179.400500,59.900000,3.664227,0.007237,-0.007948
6.000000,180.000000,60.000000,3.668542,0.007157,-0.007953
6.010000,180.600500,60.100000,3.672816,0.007078,-0.007958
6.020000,181.202000,60.200000,3.677049,0.006998,-0.007962
6.030000,181.804500,60.300000,3.681242,0.006919,-0.007967
6.040000,182.408000,60.400000,3.685393,0.006839,-0.007972
6.050000,183.012500,60.500000,3.689503,0.006759,-0.007976
6.060000,183.618000,60.600000,3.693572,0.006679,-0.007981
6.070000,184.224500,60.700000,3.697598,0.006600,-0.007985
6.080000,184.832000,60.800000,3.701583,0.006520,-0.007990
6.090000,185.440500,60.900000,3.705526,0.006440,-0.007994
6.100000,186.050000,61.000000,3.709427,0.006360,-0.007999
6.110000,186.660500,61.100000,3.713285,0.006280,-0.008003
6.120000,187.272000,61.200000,3.717101,0.006200,-0.008008
6.130000,187.884500,61.300000,3.720873,0.006120,-0.008012
6.140000,188.498000,61.400000,3.724603,0.006040,-0.008016
6.150000,189.112500,61.500000,3.728290,0.005959,-0.008020
6.160000,189.728000,61.600000,3.731933,0.005879,-0.008025
6.170000,190.344500,61.700000,3.735533,0.005799,-0.008029
6.180000,190.962000,61.800000,3.739089,0.005719,-0.008033
6.190000,191.580500,61.900000,3.742601,0.005638,-0.008037
6.200000,192.200000,62.000000,3.746069,0.005558,-0.008041
6.210000,192.820500,62.100000,3.749492,0.005477,-0.008045
6.220000,193.442000,62.200000,3.752872,0.005397,-0.008049
6.230000,194.064500,62.300000,3.756206,0.005316,-0.008053
6.240000,194.688000,62.400000,3.759496,0.005236,-0.008057
6.250000,195.312500,62.500000,3.762740,0.005155,-0.008061
6.260000,195.938000,62.600000,3.765940,0.005075,-0.008064
6.270000,196.564500,62.700000,3.769094,0.004994,-0.008068
6.280000,197.192000,62.800000,3.772202,0.004913,-0.008072
6.290000,197.820500,62.900000,3.775265,0.004833,-0.008075
6.300000,198.450000,63.000000,3.778281,0.004752,-0.008079
6.310000,199.080500,63.100000,3.781252,0.004671,-0.008083
6.320000,199.712000,63.200000,3.784176,0.004590,-0.008086
6.330000,200.344500,63.300000,3.787054,0.004509,-0.008090
6.340000,200.978000,63.400000,3.789884,0.004428,-0.008093
6.350000,201.612500,63.500000,3.792669,0.004347,-0.008097
6.360000,202.248000,63.600000,3.795406,0.004266,-0.008100
6.370000,202.884500,63.700000,3.798095,0.004185,-0.008103
6.380000,203.522000,63.800000,3.800738,0.004104,-0.008107
6.390000,204.160500,63.900000,3.803332,0.004023,-0.008110
6.400000,204.800000,64.000000,3.805879,0.003942,-0.008113
6.410000,205.440500,64.100000,3.808378,0.003861,-0.008117
6.420000,206.082000,64.200000,3.810829,0.003780,-0.008120
6.430000,206.724500,64.300000,3.813231,0.003699,-0.008123
6.440000,207.368000,64.400000,3.815585,0.003617,-0.008126
6.450000,208.012500,64.500000,3.817890,0.003536,-0.008129
6.460000,208.658000,64.600000,3.820147,0.003455,-0.008132
6.470000,209.304500,64.700000,3.822354,0.003373,-0.008135
6.480000,209.952000,64.800000,3.824512,0.003292,-0.008138
6.490000,210.600500,64.900000,3.826620,0.003211,-0.008141
6.500000,211.250000,65.000000,3.828679,0.003129,-0.008144
6.510000,211.900500,65.100000,3.830688,0.003048,-0.008146
6.520000,212.552000,65.200000,3.832647,0.002966,-0.008149
6.530000,213.204500,65.300000,3.834556,0.002885,-0.008152
6.540000,213.858000,65.400000,3.836415,0.002803,-0.008154
6.550000,214.512500,65.500000,3.838223,0.002722,-0.008157
6.560000,215.168000,65.600000,3.839980,0.002640,-0.008160
6.570000,215.824500,65.700000,3.841686,0.002559,-0.008162
6.580000,216.482000,65.800000,3.843342,0.002477,-0.008165
6.590000,217.140500,65.900000,3.844946,0.002395,-0.008167
6.600000,217.800000,66.000000,3.846499,0.002314,-0.008170
6.610000,218.460500,66.100000,3.848000,0.002232,-0.008172
6.620000,219.122000,66.200000,3.849449,0.002150,-0.008174
6.630000,219.784500,66.300000,3.850846,0.002068,-0.008177
6.640000,220.448000,66.400000,3.852192,0.001987,-0.008179
6.650000,221.112500,66.500000,3.853484,0.001905,-0.008181
6.660000,221.778000,66.600000,3.854725,0.001823,-0.008183
6.670000,222.444500,66.700000,3.855913,0.001741,-0.008186
6.680000,223.112000,66.800000,3.857047,0.001659,-0.008188
6.690000,223.780500,66.900000,3.858129,0.001577,-0.008190
6.700000,224.450000,67.000000,3.859158,0.001495,-0.008192
6.710000,225.120500,67.100000,3.860133,0.001414,-0.008194
6.720000,225.792000,67.200000,3.861055,0.001332,-0.008196
6.730000,226.464500,67.300000,3.861923,0.001250,-0.008198
6.740000,227.138000,67.400000,3.862737,0.001168,-0.008200
6.750000,227.812500,67.500000,3.863496,0.001086,-0.008201
6.760000,228.488000,67.600000,3.864202,0.001004,-0.008203
6.770000,229.164500,67.700000,3.864853,0.000922,-0.008205
6.780000,229.842000,67.800000,3.865450,0.000839,-0.008207
6.790000,230.520500,67.900000,3.865991,0.000757,-0.008208
6.800000,231.200000,68.000000,3.866478,0.000675,-0.008210
6.810000,231.880500,68.100000,3.866910,0.000593,-0.008212
6.820000,232.562000,68.200000,3.867286,0.000511,-0.008213
6.830000,233.244500,68.300000,3.867607,0.000429,-0.008215
6.840000,233.928000,68.400000,3.867872,0.000347,-0.008216
6.850000,234.612500,68.500000,3.868081,0.000265,-0.008217
6.860000,235.298000,68.600000,3.868234,0.000182,-0.008219
6.870000,235.984500,68.700000,3.868331,0.000100,-0.008220
6.880000,236.672000,68.800000,3.868372,0.000018,-0.008221
6.890000,237.360500,68.900000,3.868356,-0.000064,-0.008223
6.900000,238.050000,69.000000,3.868283,-0.000146,-0.008224
6.910000,238.740500,69.100000,3.868154,-0.000229,-0.008225
6.920000,239.432000,69.200000,3.867967,-0.000311,-0.008226
6.930000,240.124500,69.300000,3.867724,-0.000393,-0.008227
6.940000,240.818000,69.400000,3.867422,-0.000475,-0.008228
6.950000,241.512500,69.500000,3.867064,-0.000558,-0.008229
6.960000,242.208000,69.600000,3.866647,-0.000640,-0.008230
6.970000,242.904500,69.700000,3.866173,-0.000722,-0.008231
6.980000,243.602000,69.800000,3.865640,-0.000805,-0.008232
6.990000,244.300500,69.900000,3.865049,-0.000887,-0.008233
7.000000,245.000000,70.000000,3.864400,-0.000969,-0.008234
7.010000,245.700500,70.100000,3.863692,-0.001052,-0.008235
7.020000,246.402000,70.200000,3.862925,-0.001134,-0.008235
7.030000,247.104500,70.300000,3.862100,-0.001216,-0.008236
7.040000,247.808000,70.400000,3.861215,-0.001299,-0.008237
7.050000,248.512500,70.500000,3.860271,-0.001381,-0.008237
7.060000,249.218000,70.600000,3.859268,-0.001463,-0.008238
7.070000,249.924500,70.700000,3.858204,-0.001546,-0.008238
7.080000,250.632000,70.800000,3.857082,-0.001628,-0.008239
7.090000,251.340500,70.900000,3.855899,-0.001711,-0.008239
7.100000,252.050000,71.000000,3.854656,-0.001793,-0.008240
7.110000,252.760500,71.100000,3.853353,-0.001875,-0.008240
7.120000,253.472000,71.200000,3.851989,-0.001958,-0.008240
7.130000,254.184500,71.300000,3.850564,-0.002040,-0.008241
7.140000,254.898000,71.400000,3.849079,-0.002123,-0.008241
7.150000,255.612500,71.500000,3.847533,-0.002205,-0.008241
7.160000,256.328000,71.600000,3.845926,-0.002287,-0.008241
7.170000,257.044500,71.700000,3.844257,-0.002370,-0.008241
7.180000,257.762000,71.800000,3.842527,-0.002452,-0.008241
7.190000,258.480500,71.900000,3.840736,-0.002535,-0.008241
7.200000,259.200000,72.000000,3.838882,-0.002617,-0.008241
7.210000,259.920500,72.100000,3.836967,-0.002700,-0.008241
7.220000,260.642000,72.200000,3.834990,-0.002782,-0.008241
7.230000,261.364500,72.300000,3.832950,-0.002864,-0.008241
7.240000,262.088000,72.400000,3.830848,-0.002947,-0.008241
7.250000,262.812500,72.500000,3.828683,-0.003029,-0.008241
7.260000,263.538000,72.600000,3.826455,-0.003112,-0.008241
7.270000,264.264500,72.700000,3.824165,-0.003194,-0.008240
7.280000,264.992000,72.800000,3.821811,-0.003276,-0.008240
7.290000,265.720500,72.900000,3.819394,-0.003359,-0.008239
7.300000,266.450000,73.000000,3.816914,-0.003441,-0.008239
7.310000,267.180500,73.100000,3.814370,-0.003524,-0.008239
7.320000,267.912000,73.200000,3.811762,-0.003606,-0.008238
7.330000,268.644500,73.300000,3.809091,-0.003688,-0.008238
7.340000,269.378000,73.400000,3.806355,-0.003771,-0.008237
7.350000,270.112500,73.500000,3.803555,-0.003853,-0.008236
7.360000,270.848000,73.600000,3.800691,-0.003935,-0.008236
7.370000,271.584500,73.700000,3.797762,-0.004018,-0.008235
7.380000,272.322000,73.800000,3.794769,-0.004100,-0.008234
7.390000,273.060500,73.900000,3.791710,-0.004182,-0.008233
7.400000,273.800000,74.000000,3.788587,-0.004265,-0.008233
7.410000,274.540500,74.100000,3.785398,-0.004347,-0.008232
7.420000,275.282000,74.200000,3.782144,-0.004429,-0.008231
7.430000,276.024500,74.300000,3.778825,-0.004512,-0.008230
7.440000,276.768000,74.400000,3.775440,-0.004594,-0.008229
7.450000,277.512500,74.500000,3.771989,-0.004676,-0.008228
7.460000,278.258000,74.600000,3.768472,-0.004759,-0.008227
7.470000,279.004500,74.700000,3.764889,-0.004841,-0.008226
7.480000,279.752000,74.800000,3.761240,-0.004923,-0.008224
7.490000,280.500500,74.900000,3.757524,-0.005005,-0.008223
7.500000,281.250000,75.000000,3.753742,-0.005088,-0.008222
7.510000,282.000500,75.100000,3.749893,-0.005170,-0.008221
7.520000,282.752000,75.200000,3.745977,-0.005252,-0.008219
7.530000,283.504500,75.300000,3.741994,-0.005334,-0.008218
7.540000,284.258000,75.400000,3.737943,-0.005416,-0.008217
7.550000,285.012500,75.500000,3.733826,-0.005499,-0.008215
7.560000,285.768000,75.600000,3.729640,-0.005581,-0.008214
7.570000,286.524500,75.700000,3.725388,-0.005663,-0.008212
7.580000,287.282000,75.800000,3.721067,-0.005745,-0.008210
7.590000,288.040500,75.900000,3.716678,-0.005827,-0.008209
7.600000,288.800000,76.000000,3.712222,-0.005909,-0.008207
7.610000,289.560500,76.100000,3.707697,-0.005991,-0.008206
7.620000,290.322000,76.200000,3.703103,-0.006073,-0.008204
7.630000,291.084500,76.300000,3.698441,-0.006155,-0.008202
7.640000,291.848000,76.400000,3.693710,-0.006237,-0.008200
7.650000,292.612500,76.500000,3.688910,-0.006319,-0.008198
7.660000,293.378000,76.600000,3.684042,-0.006401,-0.008196
7.670000,294.144500,76.700000,3.679104,-0.006483,-0.008194
7.680000,294.912000,76.800000,3.674097,-0.006565,-0.008192
7.690000,295.680500,76.900000,3.669020,-0.006647,-0.008190
7.700000,296.450000,77.000000,3.663874,-0.006729,-0.008188
7.710000,297.220500,77.100000,3.658657,-0.006811,-0.008186
7.720000,297.992000,77.200000,3.653371,-0.006893,-0.008184
